Day,Start Time,End Time,Area,Floor,Prediction,Level,Predicted Max,Low Minutes,Medium Minutes,High Minutes,15min Predicted Counts
Monday,10:00,10:14,A,F1,Medium,Medium,44,0,15,0,"[36, 36, 40, 40, 39, 39, 39, 36, 36, 39, 39, 44, 42, 42, 44]"
Monday,10:00,10:14,AB Walkway,F1,High,High,106,0,0,15,"[78, 64, 67, 66, 106, 89, 79, 96, 78, 98, 104, 106, 101, 88, 100]"
Monday,10:00,10:14,B,F1,High,High,103,0,0,15,"[80, 82, 86, 90, 84, 65, 69, 68, 91, 103, 99, 92, 98, 82, 71]"
Monday,10:00,10:14,BC Walkway,F1,High,High,95,0,0,15,"[73, 88, 85, 83, 76, 85, 93, 87, 90, 92, 83, 95, 87, 82, 85]"
Monday,10:00,10:14,C,F1,High,High,95,0,0,15,"[95, 69, 71, 87, 89, 88, 86, 91, 79, 81, 80, 91, 69, 71, 76]"
Monday,10:00,10:14,CD Walkway,F1,Medium,Medium,46,0,15,0,"[39, 40, 42, 41, 36, 37, 43, 45, 46, 40, 42, 40, 38, 38, 38]"
Monday,10:00,10:14,D,F1,Medium,Medium,44,0,15,0,"[37, 37, 41, 40, 40, 41, 43, 44, 43, 42, 43, 43, 38, 38, 40]"
Monday,10:00,10:14,DE Walkway,F1,Medium,Medium,47,0,15,0,"[46, 44, 42, 43, 40, 42, 41, 44, 44, 42, 43, 44, 45, 46, 47]"
Monday,10:00,10:14,E,F1,Medium,Medium,44,0,15,0,"[44, 43, 38, 41, 39, 40, 38, 38, 38, 37, 36, 36, 37, 40, 38]"
Monday,10:00,10:14,A Corridor,F2,Medium,Medium,46,0,15,0,"[39, 41, 41, 41, 40, 41, 42, 38, 37, 34, 46, 42, 41, 42, 43]"
Monday,10:00,10:14,"B (LT21,22)",F2,Medium,Medium,45,0,15,0,"[42, 43, 44, 44, 45, 43, 42, 43, 43, 43, 37, 36, 37, 40, 41]"
Monday,10:00,10:14,BC Walkway,F2,High,High,105,0,0,15,"[101, 99, 103, 105, 77, 74, 76, 77, 80, 79, 95, 97, 86, 86, 89]"
Monday,10:00,10:14,C,F2,Medium,Medium,43,0,15,0,"[37, 35, 40, 38, 43, 42, 42, 40, 37, 34, 40, 38, 35, 37, 37]"
Monday,10:00,10:14,CD Walkway,F2,Medium,Medium,44,0,15,0,"[40, 39, 38, 36, 35, 37, 38, 41, 44, 43, 41, 38, 39, 39, 40]"
Monday,10:00,10:14,D,F2,High,High,95,0,0,15,"[90, 69, 89, 75, 69, 69, 86, 86, 73, 73, 88, 80, 82, 81, 95]"
Monday,10:00,10:14,DE Walkway,F2,High,High,99,0,0,15,"[85, 95, 89, 86, 88, 78, 87, 82, 73, 75, 70, 77, 89, 85, 99]"
Monday,10:00,10:14,E,F2,Low,Low,18,15,0,0,"[14, 13, 10, 10, 11, 15, 15, 18, 16, 18, 17, 15, 18, 9, 8]"
Monday,10:00,10:14,Student Services,F2,High,High,102,0,0,15,"[102, 102, 102, 95, 87, 91, 96, 86, 82, 81, 74, 97, 96, 76, 78]"
Monday,10:00,10:14,Library,F2,Low,Low,19,15,0,0,"[19, 19, 14, 16, 18, 14, 9, 9, 9, 14, 17, 15, 18, 19, 13]"
Monday,10:15,10:29,Amphitheatre,F1,High,High,97,0,0,15,"[97, 87, 84, 82, 78, 95, 74, 88, 73, 73, 85, 83, 87, 94, 89]"
Monday,10:15,10:29,A Entrance,F1,Medium,Medium,45,0,15,0,"[41, 41, 41, 41, 45, 45, 45, 43, 44, 44, 42, 44, 44, 39, 38]"
Monday,10:15,10:29,A,F1,Medium,Medium,45,0,15,0,"[39, 39, 44, 42, 42, 40, 37, 36, 42, 45, 42, 41, 38, 37, 45]"
Monday,10:15,10:29,AB Walkway,F1,High,High,100,0,0,15,"[100, 99, 95, 94, 77, 73, 71, 69, 71, 72, 79, 83, 83, 84, 92]"
Monday,10:15,10:29,B,F1,High,High,98,0,0,15,"[77, 75, 96, 95, 98, 90, 84, 96, 98, 87, 85, 98, 93, 90, 93]"
Monday,10:15,10:29,BC Walkway,F1,High,High,103,0,0,15,"[82, 87, 81, 67, 62, 61, 67, 103, 100, 95, 82, 80, 78, 87, 81]"
Monday,10:15,10:29,C,F1,High,High,101,0,0,15,"[77, 84, 93, 80, 92, 78, 77, 80, 83, 91, 74, 77, 101, 98, 94]"
Monday,10:15,10:29,CD Walkway,F1,Medium,Medium,46,0,15,0,"[44, 38, 42, 45, 46, 45, 36, 39, 41, 41, 42, 41, 43, 44, 41]"
Monday,10:15,10:29,D,F1,Medium,Medium,48,0,15,0,"[39, 39, 40, 38, 38, 36, 37, 40, 48, 48, 41, 41, 40, 44, 46]"
Monday,10:15,10:29,DE Walkway,F1,Medium,Medium,46,0,15,0,"[44, 38, 42, 43, 42, 41, 42, 39, 39, 43, 44, 46, 44, 43, 42]"
Monday,10:15,10:29,E,F1,Medium,Medium,47,0,15,0,"[41, 41, 41, 42, 39, 37, 36, 37, 38, 41, 41, 44, 47, 39, 36]"
Monday,10:15,10:29,A Corridor,F2,Medium,Medium,44,0,15,0,"[41, 41, 44, 38, 36, 38, 40, 36, 36, 36, 37, 38, 38, 39, 41]"
Monday,10:15,10:29,"B (LT21,22)",F2,Medium,Medium,45,0,15,0,"[41, 43, 45, 45, 43, 41, 41, 36, 34, 37, 36, 38, 43, 43, 41]"
Monday,10:15,10:29,BC Walkway,F2,High,High,108,0,0,15,"[73, 72, 98, 108, 96, 75, 74, 80, 85, 70, 66, 63, 74, 68, 77]"
Monday,10:15,10:29,C,F2,Medium,Medium,45,0,15,0,"[45, 45, 41, 44, 43, 43, 43, 43, 44, 44, 44, 40, 38, 38, 36]"
Monday,10:15,10:29,CD Walkway,F2,Medium,Medium,47,0,15,0,"[43, 43, 45, 46, 47, 47, 46, 44, 45, 44, 41, 39, 42, 43, 42]"
Monday,10:15,10:29,D,F2,High,High,91,0,0,15,"[83, 70, 88, 91, 87, 87, 88, 73, 66, 72, 72, 80, 73, 70, 72]"
Monday,10:15,10:29,DE Walkway,F2,High,High,96,0,0,15,"[88, 79, 78, 88, 75, 81, 83, 78, 81, 90, 83, 90, 78, 96, 87]"
Monday,10:15,10:29,E,F2,Low,Low,19,15,0,0,"[15, 14, 16, 19, 16, 13, 16, 15, 18, 18, 15, 9, 14, 18, 12]"
Monday,10:15,10:29,Student Services,F2,High,High,107,0,0,15,"[101, 107, 72, 70, 75, 90, 77, 87, 80, 79, 86, 83, 85, 94, 94]"
Monday,10:15,10:29,Library,F2,Low,Low,19,15,0,0,"[19, 15, 19, 17, 12, 12, 9, 12, 14, 16, 15, 14, 14, 12, 12]"
Monday,10:30,10:44,Amphitheatre,F1,High,High,106,0,0,15,"[83, 64, 76, 80, 72, 89, 95, 90, 92, 106, 99, 90, 84, 89, 77]"
Monday,10:30,10:44,A Entrance,F1,Medium,Medium,43,0,15,0,"[39, 40, 39, 39, 43, 42, 41, 35, 34, 36, 39, 38, 42, 41, 40]"
Monday,10:30,10:44,A,F1,Medium,Medium,44,0,15,0,"[36, 42, 43, 42, 42, 42, 43, 44, 43, 36, 37, 36, 36, 37, 39]"
Monday,10:30,10:44,AB Walkway,F1,High,High,101,0,0,15,"[101, 78, 80, 64, 62, 65, 68, 87, 91, 79, 73, 79, 89, 61, 69]"
Monday,10:30,10:44,B,F1,High,High,104,0,0,15,"[81, 82, 76, 76, 76, 85, 89, 92, 75, 83, 94, 79, 104, 94, 95]"
Monday,10:30,10:44,BC Walkway,F1,High,High,99,0,0,15,"[99, 93, 73, 92, 88, 88, 84, 74, 74, 77, 81, 78, 76, 86, 93]"
Monday,10:30,10:44,C,F1,High,High,105,0,0,15,"[74, 96, 86, 68, 66, 87, 104, 91, 91, 105, 93, 83, 85, 83, 91]"
Monday,10:30,10:44,CD Walkway,F1,Medium,Medium,47,0,15,0,"[47, 45, 42, 42, 39, 44, 43, 36, 38, 40, 42, 41, 46, 45, 44]"
Monday,10:30,10:44,D,F1,Medium,Medium,42,0,15,0,"[38, 40, 40, 38, 37, 37, 42, 40, 42, 40, 40, 41, 39, 35, 36]"
Monday,10:30,10:44,DE Walkway,F1,Medium,Medium,43,0,15,0,"[37, 37, 34, 33, 34, 38, 38, 41, 42, 43, 43, 38, 37, 35, 34]"
Monday,10:30,10:44,E,F1,Medium,Medium,43,0,15,0,"[37, 39, 37, 36, 41, 34, 34, 40, 43, 42, 40, 39, 37, 38, 39]"
Monday,10:30,10:44,A Corridor,F2,Medium,Medium,45,0,15,0,"[40, 40, 37, 43, 43, 45, 45, 42, 41, 40, 40, 38, 40, 44, 43]"
Monday,10:30,10:44,"B (LT21,22)",F2,Medium,Medium,44,0,15,0,"[44, 42, 41, 44, 44, 39, 39, 38, 38, 39, 36, 36, 35, 41, 35]"
Monday,10:30,10:44,BC Walkway,F2,High,High,101,0,0,15,"[86, 77, 88, 93, 86, 83, 80, 98, 101, 78, 82, 80, 84, 83, 82]"
Monday,10:30,10:44,C,F2,Medium,Medium,42,0,15,0,"[35, 34, 36, 39, 37, 40, 37, 36, 40, 40, 39, 39, 40, 42, 36]"
Monday,10:30,10:44,CD Walkway,F2,Medium,Medium,46,0,15,0,"[39, 43, 43, 39, 38, 39, 44, 45, 45, 46, 44, 41, 40, 42, 43]"
Monday,10:30,10:44,D,F2,High,High,103,0,0,15,"[77, 82, 74, 79, 77, 85, 96, 100, 101, 96, 78, 79, 103, 100, 101]"
Monday,10:30,10:44,DE Walkway,F2,High,High,95,0,0,15,"[66, 79, 92, 83, 86, 91, 95, 93, 95, 87, 79, 77, 77, 87, 83]"
Monday,10:30,10:44,E,F2,Low,Low,18,15,0,0,"[13, 13, 12, 17, 15, 15, 18, 12, 13, 16, 14, 12, 13, 17, 18]"
Monday,10:30,10:44,Student Services,F2,High,High,104,0,0,15,"[77, 75, 80, 84, 93, 90, 89, 99, 101, 94, 93, 98, 98, 104, 104]"
Monday,10:30,10:44,Library,F2,Low,Low,15,15,0,0,"[15, 12, 12, 12, 8, 9, 15, 12, 11, 13, 14, 15, 14, 13, 11]"
Monday,10:45,10:59,Amphitheatre,F1,High,High,88,0,0,15,"[88, 66, 67, 70, 77, 84, 82, 75, 80, 68, 65, 69, 76, 77, 76]"
Monday,10:45,10:59,A Entrance,F1,Medium,Medium,46,0,15,0,"[41, 39, 42, 42, 35, 33, 35, 42, 41, 41, 39, 45, 46, 37, 39]"
Monday,10:45,10:59,A,F1,Medium,Medium,43,0,15,0,"[41, 40, 41, 42, 39, 40, 36, 39, 40, 43, 37, 40, 36, 39, 43]"
Monday,10:45,10:59,AB Walkway,F1,High,High,103,0,0,15,"[95, 103, 97, 85, 73, 80, 92, 90, 80, 75, 87, 82, 84, 86, 61]"
Monday,10:45,10:59,B,F1,High,High,102,0,0,15,"[86, 77, 78, 72, 79, 90, 90, 99, 99, 102, 101, 97, 97, 86, 84]"
Monday,10:45,10:59,BC Walkway,F1,High,High,87,0,0,15,"[70, 72, 75, 78, 87, 84, 70, 71, 79, 78, 71, 72, 75, 81, 78]"
Monday,10:45,10:59,C,F1,High,High,102,0,0,15,"[85, 92, 102, 74, 68, 72, 88, 90, 81, 93, 94, 83, 81, 92, 99]"
Monday,10:45,10:59,CD Walkway,F1,Medium,Medium,43,0,15,0,"[42, 42, 38, 36, 35, 35, 33, 35, 34, 41, 38, 37, 43, 41, 41]"
Monday,10:45,10:59,D,F1,Medium,Medium,45,0,15,0,"[38, 38, 40, 42, 42, 40, 39, 42, 41, 45, 45, 42, 37, 36, 35]"
Monday,10:45,10:59,DE Walkway,F1,Medium,Medium,44,0,15,0,"[41, 41, 43, 41, 44, 43, 44, 44, 38, 39, 38, 38, 39, 40, 40]"
Monday,10:45,10:59,E,F1,Medium,Medium,44,0,15,0,"[40, 41, 42, 39, 35, 38, 38, 41, 38, 39, 41, 40, 39, 42, 44]"
Monday,10:45,10:59,A Corridor,F2,Medium,Medium,47,0,15,0,"[39, 38, 41, 38, 47, 47, 47, 43, 42, 42, 43, 43, 45, 46, 46]"
Monday,10:45,10:59,"B (LT21,22)",F2,Medium,Medium,42,0,15,0,"[41, 37, 40, 42, 37, 36, 35, 35, 35, 35, 38, 36, 36, 38, 37]"
Monday,10:45,10:59,BC Walkway,F2,High,High,89,0,0,15,"[76, 78, 86, 66, 74, 69, 66, 70, 77, 89, 84, 83, 77, 72, 66]"
Monday,10:45,10:59,C,F2,Medium,Medium,42,0,15,0,"[40, 37, 36, 37, 37, 37, 41, 41, 42, 40, 39, 38, 37, 36, 35]"
Monday,10:45,10:59,CD Walkway,F2,Medium,Medium,45,0,15,0,"[45, 42, 41, 42, 38, 35, 38, 39, 42, 44, 45, 45, 42, 43, 44]"
Monday,10:45,10:59,D,F2,High,High,102,0,0,15,"[94, 102, 99, 89, 92, 85, 87, 94, 94, 83, 83, 72, 81, 84, 97]"
Monday,10:45,10:59,DE Walkway,F2,High,High,103,0,0,15,"[74, 76, 81, 83, 102, 95, 103, 83, 89, 91, 97, 103, 79, 86, 96]"
Monday,10:45,10:59,E,F2,Low,Low,18,15,0,0,"[13, 12, 12, 13, 12, 10, 14, 16, 15, 16, 16, 18, 9, 9, 9]"
Monday,10:45,10:59,Student Services,F2,High,High,97,0,0,15,"[93, 94, 86, 93, 76, 89, 88, 94, 88, 78, 95, 92, 97, 96, 89]"
Monday,10:45,10:59,Library,F2,Low,Low,20,15,0,0,"[10, 13, 12, 15, 14, 15, 15, 17, 18, 19, 20, 16, 11, 14, 12]"
Monday,11:00,11:14,Amphitheatre,F1,High,High,105,0,0,15,"[103, 103, 97, 98, 92, 94, 94, 87, 84, 86, 89, 83, 105, 103, 97]"
Monday,11:00,11:14,A Entrance,F1,Medium,Medium,45,0,15,0,"[41, 40, 43, 40, 41, 41, 45, 43, 43, 42, 38, 39, 45, 44, 43]"
Monday,11:00,11:14,A,F1,Medium,Medium,46,0,15,0,"[43, 40, 42, 46, 46, 45, 44, 36, 37, 35, 38, 39, 38, 40, 38]"
Monday,11:00,11:14,AB Walkway,F1,High,High,102,0,0,15,"[88, 102, 101, 100, 93, 99, 99, 97, 82, 100, 75, 74, 74, 72, 85]"
Monday,11:00,11:14,B,F1,High,High,89,0,0,15,"[71, 74, 74, 89, 84, 86, 86, 79, 70, 74, 87, 79, 77, 76, 70]"
Monday,11:00,11:14,BC Walkway,F1,High,High,97,0,0,15,"[97, 89, 91, 94, 91, 80, 79, 91, 84, 75, 84, 77, 84, 95, 88]"
Monday,11:00,11:14,C,F1,High,High,104,0,0,15,"[74, 76, 80, 91, 92, 74, 71, 96, 104, 104, 104, 74, 67, 67, 72]"
Monday,11:00,11:14,CD Walkway,F1,Medium,Medium,45,0,15,0,"[36, 40, 38, 38, 44, 44, 44, 41, 42, 38, 42, 44, 45, 43, 43]"
Monday,11:00,11:14,D,F1,Medium,Medium,44,0,15,0,"[37, 38, 36, 38, 39, 40, 36, 40, 38, 41, 42, 39, 44, 40, 37]"
Monday,11:00,11:14,DE Walkway,F1,Medium,Medium,44,0,15,0,"[41, 39, 38, 41, 42, 40, 36, 36, 44, 44, 39, 38, 41, 35, 42]"
Monday,11:00,11:14,E,F1,Medium,Medium,44,0,15,0,"[43, 44, 42, 42, 35, 36, 35, 36, 41, 42, 37, 37, 38, 41, 43]"
Monday,11:00,11:14,A Corridor,F2,Medium,Medium,44,0,15,0,"[42, 41, 40, 35, 40, 41, 38, 35, 36, 39, 41, 42, 43, 43, 44]"
Monday,11:00,11:14,"B (LT21,22)",F2,Medium,Medium,43,0,15,0,"[41, 38, 41, 43, 42, 39, 37, 36, 33, 35, 40, 40, 36, 41, 40]"
Monday,11:00,11:14,BC Walkway,F2,High,High,101,0,0,15,"[100, 101, 97, 101, 100, 96, 98, 90, 88, 84, 90, 91, 84, 85, 83]"
Monday,11:00,11:14,C,F2,Medium,Medium,46,0,15,0,"[42, 42, 43, 41, 38, 40, 38, 39, 39, 43, 42, 40, 46, 41, 43]"
Monday,11:00,11:14,CD Walkway,F2,Medium,Medium,45,0,15,0,"[41, 37, 43, 39, 38, 41, 40, 40, 39, 38, 38, 40, 40, 39, 45]"
Monday,11:00,11:14,D,F2,High,High,99,0,0,15,"[83, 80, 69, 71, 72, 81, 85, 90, 99, 91, 85, 89, 92, 82, 81]"
Monday,11:00,11:14,DE Walkway,F2,High,High,98,0,0,15,"[83, 90, 97, 86, 89, 86, 87, 98, 93, 79, 87, 83, 91, 83, 74]"
Monday,11:00,11:14,E,F2,Low,Low,15,15,0,0,"[9, 9, 14, 15, 10, 9, 11, 12, 11, 10, 12, 13, 12, 13, 13]"
Monday,11:00,11:14,Student Services,F2,High,High,93,0,0,15,"[76, 82, 84, 90, 79, 88, 91, 93, 86, 86, 88, 92, 75, 78, 75]"
Monday,11:00,11:14,Library,F2,Low,Low,20,15,0,0,"[19, 17, 12, 11, 14, 15, 10, 12, 11, 16, 19, 15, 15, 20, 13]"
Monday,11:15,11:29,Amphitheatre,F1,High,High,95,0,0,15,"[91, 91, 92, 88, 86, 77, 89, 80, 81, 78, 76, 89, 90, 88, 95]"
Monday,11:15,11:29,A Entrance,F1,Medium,Medium,46,0,15,0,"[44, 45, 45, 45, 45, 46, 38, 40, 42, 41, 42, 46, 36, 37, 33]"
Monday,11:15,11:29,A,F1,Medium,Medium,43,0,15,0,"[40, 39, 39, 42, 42, 41, 37, 43, 39, 35, 36, 34, 34, 34, 35]"
Monday,11:15,11:29,AB Walkway,F1,High,High,113,0,0,15,"[76, 72, 72, 95, 101, 98, 94, 91, 87, 87, 85, 95, 100, 107, 113]"
Monday,11:15,11:29,B,F1,High,High,101,0,0,15,"[76, 101, 75, 80, 71, 86, 93, 90, 87, 97, 100, 101, 91, 74, 78]"
Monday,11:15,11:29,BC Walkway,F1,High,High,96,0,0,15,"[76, 77, 85, 89, 89, 79, 85, 75, 86, 73, 81, 86, 96, 91, 81]"
Monday,11:15,11:29,C,F1,High,High,102,0,0,15,"[89, 86, 81, 76, 70, 85, 74, 77, 85, 89, 98, 99, 102, 101, 91]"
Monday,11:15,11:29,CD Walkway,F1,Medium,Medium,46,0,15,0,"[42, 43, 45, 46, 46, 44, 43, 38, 37, 38, 37, 39, 43, 44, 44]"
Monday,11:15,11:29,D,F1,Medium,Medium,42,0,15,0,"[39, 37, 34, 34, 34, 35, 38, 35, 34, 38, 39, 39, 38, 38, 42]"
Monday,11:15,11:29,DE Walkway,F1,Medium,Medium,42,0,15,0,"[41, 38, 39, 39, 39, 39, 41, 39, 37, 41, 39, 40, 40, 41, 42]"
Monday,11:15,11:29,E,F1,Medium,Medium,46,0,15,0,"[46, 45, 46, 46, 45, 43, 42, 44, 43, 39, 38, 41, 37, 34, 35]"
Monday,11:15,11:29,A Corridor,F2,Medium,Medium,42,0,15,0,"[40, 36, 42, 37, 38, 36, 34, 37, 41, 38, 37, 41, 41, 38, 38]"
Monday,11:15,11:29,"B (LT21,22)",F2,Medium,Medium,45,0,15,0,"[41, 43, 44, 44, 45, 43, 41, 39, 40, 39, 37, 39, 39, 40, 40]"
Monday,11:15,11:29,BC Walkway,F2,High,High,98,0,0,15,"[86, 92, 91, 81, 77, 70, 63, 62, 69, 88, 93, 98, 82, 80, 86]"
Monday,11:15,11:29,C,F2,Medium,Medium,44,0,15,0,"[42, 40, 39, 37, 37, 36, 38, 39, 43, 44, 42, 44, 43, 42, 41]"
Monday,11:15,11:29,CD Walkway,F2,Medium,Medium,44,0,15,0,"[43, 44, 36, 35, 37, 37, 37, 37, 42, 43, 42, 41, 39, 39, 41]"
Monday,11:15,11:29,D,F2,High,High,100,0,0,15,"[100, 96, 96, 80, 73, 72, 79, 95, 78, 79, 90, 86, 84, 87, 98]"
Monday,11:15,11:29,DE Walkway,F2,High,High,95,0,0,15,"[86, 75, 69, 71, 67, 74, 90, 91, 92, 69, 62, 68, 73, 73, 95]"
Monday,11:15,11:29,E,F2,Low,Low,19,15,0,0,"[17, 16, 18, 18, 17, 12, 11, 16, 19, 15, 12, 11, 9, 9, 10]"
Monday,11:15,11:29,Student Services,F2,High,High,108,0,0,15,"[85, 72, 75, 83, 84, 89, 81, 79, 74, 71, 108, 106, 103, 97, 102]"
Monday,11:15,11:29,Library,F2,Low,Low,18,15,0,0,"[10, 11, 13, 13, 15, 10, 10, 15, 14, 17, 13, 14, 12, 14, 18]"
Monday,11:30,11:44,Amphitheatre,F1,High,High,105,0,0,15,"[105, 105, 104, 83, 77, 70, 80, 81, 79, 89, 90, 91, 92, 93, 89]"
Monday,11:30,11:44,A Entrance,F1,Medium,Medium,44,0,15,0,"[38, 38, 38, 36, 42, 37, 39, 36, 33, 35, 40, 44, 43, 41, 38]"
Monday,11:30,11:44,A,F1,Medium,Medium,44,0,15,0,"[42, 43, 43, 41, 42, 42, 44, 38, 37, 40, 37, 41, 44, 41, 40]"
Monday,11:30,11:44,AB Walkway,F1,High,High,99,0,0,15,"[89, 72, 74, 73, 80, 99, 95, 91, 88, 65, 69, 70, 71, 85, 88]"
Monday,11:30,11:44,B,F1,High,High,95,0,0,15,"[74, 95, 85, 87, 88, 89, 71, 76, 75, 72, 78, 78, 81, 86, 86]"
Monday,11:30,11:44,BC Walkway,F1,High,High,109,0,0,15,"[94, 71, 75, 72, 94, 92, 101, 105, 85, 102, 101, 109, 89, 91, 89]"
Monday,11:30,11:44,C,F1,High,High,107,0,0,15,"[71, 72, 72, 91, 80, 83, 88, 75, 77, 99, 101, 107, 96, 89, 95]"
Monday,11:30,11:44,CD Walkway,F1,Medium,Medium,46,0,15,0,"[45, 46, 46, 37, 36, 43, 44, 37, 37, 35, 36, 38, 35, 41, 40]"
Monday,11:30,11:44,D,F1,Medium,Medium,40,0,15,0,"[39, 39, 37, 37, 34, 33, 35, 36, 36, 38, 39, 40, 39, 36, 38]"
Monday,11:30,11:44,DE Walkway,F1,Medium,Medium,45,0,15,0,"[42, 39, 37, 40, 37, 35, 38, 38, 42, 43, 41, 41, 42, 40, 45]"
Monday,11:30,11:44,E,F1,Medium,Medium,43,0,15,0,"[38, 40, 38, 42, 43, 42, 43, 42, 43, 39, 37, 35, 38, 40, 39]"
Monday,11:30,11:44,A Corridor,F2,Medium,Medium,47,0,15,0,"[46, 46, 47, 46, 47, 40, 40, 44, 44, 44, 45, 45, 38, 36, 36]"
Monday,11:30,11:44,"B (LT21,22)",F2,Medium,Medium,44,0,15,0,"[34, 34, 36, 42, 44, 43, 43, 41, 43, 42, 40, 37, 36, 34, 39]"
Monday,11:30,11:44,BC Walkway,F2,High,High,104,0,0,15,"[68, 69, 76, 93, 103, 100, 104, 103, 95, 93, 92, 82, 75, 80, 81]"
Monday,11:30,11:44,C,F2,Medium,Medium,44,0,15,0,"[44, 44, 44, 43, 41, 40, 41, 41, 41, 42, 38, 40, 37, 38, 37]"
Monday,11:30,11:44,CD Walkway,F2,Medium,Medium,44,0,15,0,"[44, 42, 41, 37, 38, 38, 41, 37, 40, 40, 37, 35, 35, 35, 35]"
Monday,11:30,11:44,D,F2,High,High,104,0,0,15,"[86, 88, 93, 96, 72, 70, 92, 80, 86, 64, 77, 98, 95, 104, 97]"
Monday,11:30,11:44,DE Walkway,F2,High,High,86,0,0,15,"[85, 86, 79, 84, 69, 77, 74, 78, 82, 78, 76, 72, 66, 71, 70]"
Monday,11:30,11:44,E,F2,Low,Low,18,15,0,0,"[13, 17, 17, 15, 13, 13, 15, 18, 17, 13, 12, 11, 18, 13, 10]"
Monday,11:30,11:44,Student Services,F2,High,High,94,0,0,15,"[94, 94, 84, 81, 80, 75, 77, 69, 70, 78, 82, 83, 69, 69, 70]"
Monday,11:30,11:44,Library,F2,Low,Low,15,15,0,0,"[15, 13, 15, 15, 12, 12, 13, 13, 12, 10, 8, 7, 6, 13, 15]"
Monday,11:45,11:59,Amphitheatre,F1,High,High,101,0,0,15,"[94, 97, 101, 100, 94, 87, 81, 86, 80, 80, 79, 101, 83, 86, 75]"
Monday,11:45,11:59,A Entrance,F1,Medium,Medium,45,0,15,0,"[42, 42, 39, 39, 42, 40, 45, 36, 35, 35, 45, 43, 41, 40, 40]"
Monday,11:45,11:59,A,F1,Medium,Medium,44,0,15,0,"[38, 41, 42, 40, 40, 40, 42, 41, 39, 44, 40, 38, 43, 42, 39]"
Monday,11:45,11:59,AB Walkway,F1,High,High,102,0,0,15,"[77, 92, 84, 84, 81, 70, 70, 102, 101, 88, 94, 92, 86, 82, 86]"
Monday,11:45,11:59,B,F1,High,High,100,0,0,15,"[84, 78, 89, 81, 73, 75, 71, 83, 85, 94, 88, 79, 90, 100, 95]"
Monday,11:45,11:59,BC Walkway,F1,High,High,106,0,0,15,"[96, 89, 88, 87, 94, 105, 106, 95, 85, 77, 81, 90, 98, 96, 92]"
Monday,11:45,11:59,C,F1,High,High,100,0,0,15,"[95, 91, 86, 80, 88, 76, 85, 92, 100, 100, 93, 91, 91, 85, 93]"
Monday,11:45,11:59,CD Walkway,F1,Medium,Medium,45,0,15,0,"[44, 42, 42, 41, 39, 39, 41, 42, 43, 45, 43, 43, 40, 39, 39]"
Monday,11:45,11:59,D,F1,Medium,Medium,45,0,15,0,"[37, 37, 37, 37, 37, 35, 44, 45, 45, 41, 41, 38, 36, 37, 40]"
Monday,11:45,11:59,DE Walkway,F1,Medium,Medium,46,0,15,0,"[39, 44, 43, 40, 38, 35, 34, 40, 40, 38, 41, 40, 46, 45, 44]"
Monday,11:45,11:59,E,F1,Medium,Medium,45,0,15,0,"[36, 39, 36, 38, 40, 42, 40, 44, 45, 43, 36, 37, 36, 39, 37]"
Monday,11:45,11:59,A Corridor,F2,Medium,Medium,44,0,15,0,"[40, 38, 39, 38, 40, 44, 40, 39, 39, 42, 37, 37, 38, 42, 41]"
Monday,11:45,11:59,"B (LT21,22)",F2,Medium,Medium,45,0,15,0,"[40, 40, 44, 42, 43, 38, 38, 42, 45, 44, 39, 35, 42, 38, 39]"
Monday,11:45,11:59,BC Walkway,F2,High,High,89,0,0,15,"[84, 78, 68, 69, 67, 67, 88, 89, 87, 85, 76, 63, 62, 70, 80]"
Monday,11:45,11:59,C,F2,Medium,Medium,43,0,15,0,"[39, 43, 41, 38, 40, 42, 43, 39, 40, 36, 41, 40, 36, 37, 36]"
Monday,11:45,11:59,CD Walkway,F2,Medium,Medium,44,0,15,0,"[39, 38, 38, 39, 40, 41, 44, 44, 43, 40, 38, 38, 40, 36, 35]"
Monday,11:45,11:59,D,F2,High,High,98,0,0,15,"[95, 98, 89, 83, 86, 92, 96, 82, 86, 98, 92, 73, 70, 81, 87]"
Monday,11:45,11:59,DE Walkway,F2,High,High,97,0,0,15,"[76, 81, 93, 84, 95, 97, 91, 92, 78, 76, 70, 74, 70, 82, 80]"
Monday,11:45,11:59,E,F2,Low,Low,19,15,0,0,"[5, 11, 11, 16, 14, 18, 19, 18, 14, 13, 15, 12, 11, 12, 14]"
Monday,11:45,11:59,Student Services,F2,High,High,103,0,0,15,"[73, 91, 103, 98, 98, 89, 91, 94, 88, 91, 90, 73, 71, 87, 76]"
Monday,11:45,11:59,Library,F2,Low,Low,18,15,0,0,"[12, 10, 14, 17, 13, 11, 13, 13, 14, 17, 17, 18, 15, 16, 13]"
Monday,12:00,12:14,Amphitheatre,F1,High,High,103,0,0,15,"[75, 71, 72, 71, 80, 78, 79, 80, 71, 76, 98, 98, 102, 103, 93]"
Monday,12:00,12:14,A Entrance,F1,Medium,Medium,46,0,15,0,"[43, 46, 43, 45, 44, 41, 40, 35, 44, 41, 42, 43, 41, 40, 41]"
Monday,12:00,12:14,A,F1,Medium,Medium,46,0,15,0,"[46, 35, 39, 40, 38, 36, 41, 41, 44, 35, 37, 37, 39, 37, 40]"
